NOP: 60
NINT: 12
0 43 7
43 90 8
90 138 9
138 193 10
193 247 9
247 291 8
291 320 7
320 357 6
357 419 5
419 466 4
466 509 3
509 300000 2
1 42 292
2 94 490
3 55 267
4 53 425
5 77 367
6 74 331
7 92 169
8 90 397
9 37 563
10 41 256
11 98 139
12 63 504
13 63 138
14 60 475
15 88 297
16 97 515
17 20 534
18 25 559
19 75 132
20 83 83
21 74 328
22 52 212
23 86 468
24 50 177
25 94 273
26 23 169
27 76 397
28 40 181
29 43 577
30 58 576
31 91 333
32 25 168
33 90 550
34 97 410
35 75 372
36 83 215
37 70 477
38 77 211
39 84 503
40 48 278
41 28 397
42 46 395
43 64 110
44 55 87
45 75 492
46 38 90
47 35 206
48 56 191
49 76 137
50 73 443
51 42 315
52 74 427
53 49 133
54 93 357
55 40 199
56 94 358
57 82 586
58 35 214
59 99 328
60 54 532
