NOP: 60
NINT: 10
0 57 9
57 121 10
121 167 9
167 218 8
218 286 7
286 337 6
337 368 5
368 433 4
433 491 3
491 300000 2
1 66 492
2 21 485
3 58 142
4 22 48
5 33 212
6 93 370
7 72 138
8 69 115
9 22 229
10 50 72
11 55 89
12 53 74
13 64 292
14 30 350
15 32 471
16 86 409
17 53 242
18 39 263
19 62 199
20 57 288
21 33 217
22 57 431
23 87 477
24 97 270
25 22 417
26 72 319
27 42 478
28 90 287
29 85 304
30 77 346
31 83 483
32 96 105
33 21 398
34 50 438
35 81 160
36 28 251
37 21 231
38 63 420
39 33 55
40 30 420
41 43 280
42 53 156
43 22 56
44 59 72
45 67 500
46 96 502
47 66 354
48 64 80
49 59 175
50 51 157
51 31 397
52 95 431
53 98 383
54 84 423
55 56 93
56 38 194
57 27 346
58 56 343
59 46 485
60 76 302
