NOP: 60
NINT: 18
0 36 1
36 66 2
66 99 3
99 127 4
127 180 5
180 221 6
221 249 7
249 278 8
278 318 9
318 362 10
362 397 9
397 431 8
431 465 7
465 492 6
492 524 5
524 556 4
556 591 3
591 300000 2
1 43 386
2 53 671
3 69 327
4 22 483
5 58 625
6 98 667
7 25 376
8 66 158
9 34 144
10 45 151
11 49 425
12 72 87
13 77 499
14 70 497
15 89 381
16 45 281
17 65 476
18 58 445
19 34 590
20 67 154
21 83 403
22 87 349
23 82 660
24 88 91
25 94 104
26 59 332
27 58 536
28 84 281
29 98 333
30 47 598
31 27 550
32 82 209
33 20 535
34 80 260
35 99 627
36 82 228
37 89 315
38 72 112
39 37 65
40 38 646
41 89 300
42 33 583
43 67 599
44 51 198
45 26 87
46 85 126
47 20 235
48 87 300
49 88 176
50 35 578
51 99 615
52 98 517
53 88 330
54 39 449
55 39 423
56 95 356
57 31 575
58 90 462
59 70 516
60 73 151
