NOP: 60
NINT: 17
0 28 2
28 68 3
68 111 4
111 151 5
151 175 6
175 227 7
227 267 8
267 294 9
294 342 10
342 389 9
389 431 8
431 465 7
465 515 6
515 549 5
549 582 4
582 624 3
624 300000 2
1 68 487
2 23 133
3 99 473
4 90 438
5 94 557
6 23 279
7 76 427
8 99 302
9 71 208
10 45 306
11 65 471
12 80 93
13 63 567
14 47 263
15 72 476
16 97 280
17 90 118
18 49 147
19 86 304
20 99 693
21 83 642
22 79 321
23 65 394
24 67 289
25 59 213
26 37 550
27 55 620
28 64 345
29 99 346
30 71 426
31 59 361
32 83 313
33 63 241
34 86 572
35 52 84
36 64 365
37 67 280
38 79 615
39 62 422
40 88 149
41 76 502
42 31 622
43 43 475
44 60 557
45 82 172
46 96 684
47 54 564
48 27 650
49 68 378
50 21 502
51 92 448
52 21 420
53 43 62
54 75 308
55 62 395
56 72 402
57 83 685
58 73 604
59 44 352
60 97 531
