NOP: 60
NINT: 18
0 40 1
40 76 2
76 122 3
122 157 4
157 197 5
197 222 6
222 259 7
259 300 8
300 335 9
335 373 10
373 408 9
408 453 8
453 478 7
478 511 6
511 544 5
544 576 4
576 621 3
621 300000 2
1 22 464
2 72 294
3 63 120
4 30 521
5 31 254
6 55 532
7 24 110
8 42 511
9 87 201
10 36 368
11 78 147
12 97 504
13 75 406
14 92 599
15 72 552
16 35 325
17 58 532
18 62 220
19 28 405
20 72 388
21 91 206
22 52 518
23 27 498
24 61 627
25 87 347
26 61 139
27 37 491
28 30 89
29 65 393
30 51 205
31 87 606
32 92 402
33 91 93
34 79 521
35 75 333
36 68 310
37 60 430
38 40 493
39 49 117
40 84 126
41 44 313
42 73 597
43 82 254
44 56 271
45 72 437
46 35 320
47 48 509
48 22 559
49 96 529
50 62 222
51 37 529
52 59 567
53 75 88
54 56 451
55 48 336
56 70 533
57 33 326
58 25 180
59 25 464
60 47 533
