NOP: 60
NINT: 15
0 34 4
34 59 5
59 99 6
99 131 7
131 184 8
184 229 9
229 267 10
267 299 9
299 339 8
339 373 7
373 416 6
416 456 5
456 491 4
491 524 3
524 300000 2
1 53 63
2 33 72
3 66 130
4 72 382
5 39 261
6 77 154
7 64 249
8 28 47
9 60 415
10 36 370
11 74 502
12 85 151
13 63 208
14 83 482
15 70 152
16 79 534
17 94 510
18 57 567
19 69 227
20 84 422
21 55 107
22 81 340
23 24 289
24 82 198
25 28 163
26 32 553
27 56 522
28 57 541
29 44 399
30 55 505
31 48 326
32 36 138
33 56 266
34 64 343
35 62 488
36 38 54
37 65 127
38 40 221
39 45 514
40 52 249
41 69 402
42 65 441
43 73 200
44 42 234
45 51 441
46 59 147
47 65 350
48 49 555
49 78 130
50 64 362
51 98 514
52 38 330
53 98 244
54 95 114
55 64 115
56 20 184
57 38 560
58 71 349
59 41 151
60 59 243
