NOP: 60
NINT: 10
0 54 9
54 107 10
107 151 9
151 199 8
199 255 7
255 317 6
317 383 5
383 461 4
461 516 3
516 300000 2
1 83 260
2 42 302
3 49 281
4 43 104
5 62 424
6 90 498
7 55 486
8 23 334
9 52 401
10 60 80
11 51 120
12 37 142
13 99 346
14 76 336
15 85 303
16 54 184
17 82 317
18 47 477
19 43 139
20 20 245
21 69 218
22 70 282
23 32 95
24 98 525
25 48 84
26 93 431
27 51 62
28 59 339
29 83 306
30 69 144
31 95 495
32 45 297
33 85 93
34 96 111
35 33 107
36 83 456
37 44 260
38 88 353
39 53 75
40 97 545
41 20 177
42 46 127
43 34 52
44 55 330
45 37 462
46 55 560
47 59 210
48 23 265
49 81 351
50 72 184
51 70 378
52 53 518
53 73 227
54 92 224
55 52 411
56 31 337
57 35 391
58 90 405
59 54 66
60 71 542
