NOP: 60
NINT: 17
0 31 2
31 56 3
56 92 4
92 116 5
116 149 6
149 191 7
191 222 8
222 257 9
257 296 10
296 337 9
337 379 8
379 415 7
415 457 6
457 497 5
497 525 4
525 557 3
557 300000 2
1 86 500
2 25 465
3 73 494
4 69 339
5 33 606
6 52 429
7 70 534
8 52 573
9 84 613
10 29 152
11 98 158
12 46 222
13 44 373
14 85 498
15 83 129
16 30 116
17 30 60
18 31 58
19 88 498
20 81 191
21 97 501
22 35 266
23 23 33
24 83 607
25 49 180
26 97 430
27 78 476
28 84 184
29 54 92
30 60 193
31 96 208
32 28 181
33 22 374
34 72 498
35 63 162
36 39 522
37 49 283
38 64 93
39 57 167
40 40 71
41 98 244
42 86 260
43 72 165
44 89 485
45 79 447
46 67 271
47 69 502
48 65 141
49 42 510
50 53 392
51 55 130
52 90 115
53 85 282
54 33 356
55 41 303
56 33 513
57 84 145
58 24 479
59 84 321
60 48 86
