NOP: 60
NINT: 18
0 38 1
38 71 2
71 107 3
107 130 4
130 172 5
172 210 6
210 242 7
242 282 8
282 314 9
314 352 10
352 379 9
379 417 8
417 449 7
449 491 6
491 522 5
522 546 4
546 582 3
582 300000 2
1 29 299
2 57 551
3 75 534
4 86 473
5 88 481
6 44 534
7 46 367
8 32 221
9 89 412
10 80 378
11 94 402
12 39 86
13 97 345
14 35 232
15 75 517
16 26 333
17 60 393
18 85 155
19 70 485
20 88 598
21 80 265
22 36 182
23 25 332
24 39 181
25 26 304
26 89 337
27 87 270
28 40 525
29 36 258
30 57 177
31 70 526
32 58 160
33 78 95
34 59 99
35 63 532
36 52 332
37 21 332
38 24 34
39 31 348
40 69 79
41 25 122
42 23 321
43 29 598
44 30 178
45 53 425
46 43 471
47 88 187
48 86 176
49 39 545
50 28 401
51 88 360
52 28 66
53 87 251
54 93 563
55 71 580
56 54 118
57 52 394
58 60 154
59 88 153
60 53 282
