NOP: 60
NINT: 14
0 33 5
33 77 6
77 114 7
114 154 8
154 196 9
196 237 10
237 277 9
277 327 8
327 363 7
363 402 6
402 450 5
450 493 4
493 532 3
532 300000 2
1 49 154
2 71 423
3 93 102
4 35 66
5 85 193
6 56 176
7 86 462
8 88 381
9 70 218
10 39 140
11 61 200
12 93 364
13 37 180
14 27 453
15 81 294
16 54 470
17 98 171
18 82 332
19 70 419
20 95 223
21 20 464
22 49 153
23 24 426
24 59 255
25 65 471
26 47 166
27 77 147
28 47 538
29 32 454
30 41 427
31 96 280
32 64 273
33 23 288
34 55 428
35 21 129
36 64 226
37 69 257
38 29 485
39 97 202
40 42 90
41 71 337
42 86 264
43 52 332
44 82 491
45 27 515
46 42 246
47 71 116
48 74 524
49 71 336
50 41 270
51 35 346
52 67 511
53 87 104
54 35 537
55 56 98
56 43 117
57 39 87
58 26 530
59 78 188
60 79 520
