NOP: 60
NINT: 13
0 44 6
44 82 7
82 131 8
131 186 9
186 230 10
230 272 9
272 299 8
299 325 7
325 357 6
357 402 5
402 453 4
453 502 3
502 300000 2
1 37 448
2 59 86
3 53 533
4 65 353
5 88 416
6 97 182
7 78 472
8 73 384
9 24 240
10 57 189
11 65 91
12 27 147
13 46 182
14 54 473
15 43 269
16 81 396
17 91 440
18 78 519
19 97 211
20 81 303
21 33 245
22 22 211
23 54 316
24 74 131
25 81 349
26 38 186
27 70 164
28 57 438
29 35 348
30 89 418
31 70 296
32 73 223
33 91 354
34 61 378
35 99 274
36 52 96
37 73 551
38 67 236
39 40 290
40 41 201
41 42 536
42 21 300
43 90 486
44 55 493
45 84 477
46 75 92
47 77 272
48 83 187
49 75 208
50 26 87
51 84 187
52 86 558
53 52 96
54 98 544
55 55 240
56 30 270
57 96 170
58 25 128
59 85 541
60 24 155
