NOP: 60
NINT: 14
0 39 5
39 89 6
89 127 7
127 175 8
175 201 9
201 242 10
242 289 9
289 330 8
330 369 7
369 417 6
417 465 5
465 517 4
517 558 3
558 300000 2
1 53 580
2 25 455
3 37 513
4 77 482
5 50 470
6 63 213
7 31 404
8 41 380
9 69 408
10 64 257
11 91 282
12 66 237
13 73 491
14 71 564
15 52 410
16 84 289
17 56 121
18 77 207
19 72 449
20 65 571
21 78 185
22 42 393
23 22 94
24 48 554
25 79 443
26 76 577
27 88 147
28 91 229
29 71 404
30 99 342
31 68 289
32 83 382
33 21 234
34 55 469
35 48 326
36 37 395
37 37 223
38 84 552
39 92 343
40 95 118
41 23 518
42 48 230
43 99 587
44 93 428
45 32 415
46 93 329
47 68 126
48 65 560
49 66 537
50 51 78
51 34 313
52 98 434
53 38 206
54 56 217
55 90 424
56 26 35
57 71 452
58 67 260
59 47 48
60 78 345
