NOP: 60
NINT: 15
0 45 4
45 89 5
89 125 6
125 167 7
167 198 8
198 236 9
236 259 10
259 297 9
297 338 8
338 371 7
371 410 6
410 448 5
448 495 4
495 513 3
513 300000 2
1 33 95
2 55 433
3 41 197
4 93 455
5 55 486
6 38 317
7 99 328
8 28 177
9 73 77
10 83 96
11 67 372
12 56 376
13 99 117
14 78 342
15 50 56
16 40 399
17 65 330
18 87 149
19 23 229
20 29 540
21 47 230
22 58 101
23 61 179
24 99 325
25 85 489
26 96 483
27 27 408
28 52 187
29 46 256
30 89 257
31 58 159
32 42 64
33 57 467
34 67 261
35 46 393
36 67 221
37 43 294
38 64 481
39 93 459
40 26 164
41 38 463
42 95 396
43 39 51
44 29 528
45 44 199
46 54 433
47 40 551
48 34 172
49 37 313
50 61 65
51 75 110
52 84 493
53 65 372
54 29 452
55 38 276
56 51 196
57 83 297
58 87 278
59 81 492
60 25 466
