NOP: 60
NINT: 9
0 70 10
70 119 9
119 177 8
177 228 7
228 288 6
288 332 5
332 396 4
396 444 3
444 300000 2
1 61 478
2 66 362
3 96 528
4 85 523
5 46 110
6 54 517
7 53 525
8 24 465
9 55 263
10 35 170
11 28 429
12 28 315
13 28 358
14 33 408
15 78 190
16 42 115
17 43 72
18 22 28
19 84 439
20 50 287
21 60 394
22 27 387
23 98 518
24 41 514
25 23 462
26 25 287
27 44 80
28 27 119
29 26 26
30 60 327
31 51 474
32 88 501
33 45 334
34 73 292
35 55 450
36 43 431
37 35 262
38 79 421
39 95 520
40 27 45
41 33 220
42 39 82
43 28 479
44 66 152
45 53 278
46 44 427
47 92 448
48 52 471
49 51 75
50 44 525
51 97 180
52 88 103
53 42 449
54 78 325
55 77 203
56 24 426
57 28 256
58 95 504
59 25 87
60 98 445
