NOP: 60
NINT: 10
0 47 9
47 105 10
105 153 9
153 217 8
217 269 7
269 340 6
340 398 5
398 455 4
455 525 3
525 300000 2
1 32 297
2 35 311
3 63 224
4 93 130
5 87 201
6 45 283
7 80 176
8 67 527
9 95 524
10 92 436
11 22 512
12 93 420
13 24 410
14 96 283
15 76 372
16 81 314
17 96 254
18 44 450
19 93 348
20 95 575
21 77 342
22 21 221
23 97 581
24 42 517
25 23 212
26 37 487
27 37 72
28 28 94
29 53 58
30 79 200
31 54 568
32 67 223
33 45 205
34 92 176
35 47 565
36 99 103
37 42 77
38 52 114
39 83 328
40 92 283
41 48 427
42 58 146
43 47 200
44 59 311
45 99 517
46 20 345
47 20 389
48 66 510
49 42 75
50 82 243
51 85 416
52 72 558
53 53 415
54 53 73
55 72 492
56 32 117
57 23 434
58 59 418
59 70 151
60 85 356
