NOP: 60
NINT: 17
0 37 2
37 74 3
74 96 4
96 129 5
129 176 6
176 214 7
214 246 8
246 267 9
267 285 10
285 316 9
316 356 8
356 392 7
392 441 6
441 485 5
485 518 4
518 553 3
553 300000 2
1 89 210
2 30 357
3 45 486
4 80 389
5 75 115
6 38 176
7 95 612
8 52 361
9 42 332
10 23 549
11 38 326
12 29 579
13 24 175
14 95 541
15 41 205
16 64 613
17 87 106
18 55 325
19 70 412
20 92 596
21 82 467
22 67 329
23 80 570
24 57 255
25 42 132
26 40 380
27 92 135
28 43 608
29 59 306
30 52 91
31 58 602
32 43 378
33 67 230
34 95 478
35 36 605
36 91 249
37 78 251
38 94 251
39 55 173
40 86 119
41 28 242
42 25 483
43 76 532
44 30 484
45 87 352
46 77 324
47 97 444
48 30 220
49 63 312
50 43 236
51 74 370
52 78 472
53 55 400
54 81 306
55 63 242
56 52 615
57 75 249
58 97 460
59 96 453
60 93 467
