NOP: 60
NINT: 10
0 63 9
63 120 10
120 172 9
172 234 8
234 299 7
299 355 6
355 415 5
415 478 4
478 530 3
530 300000 2
1 57 535
2 21 72
3 39 257
4 66 434
5 60 240
6 97 421
7 81 102
8 21 96
9 97 434
10 27 336
11 62 377
12 68 326
13 48 390
14 99 463
15 46 588
16 99 207
17 96 351
18 70 389
19 62 335
20 57 211
21 60 421
22 63 440
23 22 327
24 26 323
25 97 475
26 92 192
27 92 119
28 45 369
29 48 492
30 81 348
31 83 273
32 94 152
33 86 202
34 27 275
35 82 480
36 86 226
37 59 598
38 63 468
39 79 85
40 96 589
41 54 137
42 70 436
43 45 276
44 96 203
45 99 257
46 47 226
47 51 280
48 38 477
49 38 309
50 25 52
51 78 441
52 47 397
53 90 192
54 79 319
55 99 128
56 29 273
57 33 297
58 66 331
59 43 335
60 21 513
