NOP: 60
NINT: 11
0 46 8
46 81 9
81 119 10
119 162 9
162 216 8
216 247 7
247 291 6
291 330 5
330 373 4
373 416 3
416 300000 2
1 64 205
2 70 79
3 78 79
4 21 259
5 80 113
6 79 232
7 75 336
8 94 486
9 38 215
10 53 482
11 21 417
12 84 148
13 73 438
14 51 497
15 21 212
16 60 322
17 82 346
18 36 157
19 44 200
20 58 122
21 39 315
22 85 428
23 49 180
24 46 152
25 97 197
26 91 191
27 71 201
28 57 414
29 82 324
30 73 443
31 40 52
32 45 124
33 41 259
34 70 466
35 30 388
36 51 468
37 29 350
38 24 252
39 63 241
40 99 384
41 41 401
42 37 238
43 31 161
44 96 129
45 22 232
46 36 44
47 79 132
48 22 450
49 95 374
50 43 350
51 53 265
52 22 285
53 31 195
54 70 240
55 92 345
56 34 326
57 74 111
58 23 69
59 29 419
60 45 511
