NOP: 60
NINT: 13
0 35 6
35 75 7
75 118 8
118 153 9
153 207 10
207 240 9
240 266 8
266 300 7
300 328 6
328 375 5
375 414 4
414 443 3
443 300000 2
1 89 384
2 90 374
3 40 254
4 68 303
5 81 124
6 73 125
7 70 108
8 56 335
9 45 446
10 37 374
11 65 143
12 28 366
13 82 366
14 39 147
15 58 275
16 41 189
17 91 346
18 88 96
19 38 203
20 46 234
21 22 491
22 95 323
23 86 352
24 72 291
25 80 173
26 72 219
27 86 86
28 79 199
29 75 297
30 31 334
31 81 317
32 66 305
33 96 526
34 28 292
35 96 455
36 99 237
37 35 189
38 40 362
39 34 169
40 50 438
41 25 487
42 29 293
43 21 72
44 32 77
45 23 243
46 46 82
47 26 339
48 33 380
49 63 134
50 48 532
51 50 154
52 27 243
53 76 281
54 34 521
55 28 357
56 87 505
57 56 491
58 38 112
59 92 373
60 91 162
