NOP: 60
NINT: 10
0 56 9
56 101 10
101 150 9
150 223 8
223 292 7
292 355 6
355 406 5
406 460 4
460 524 3
524 300000 2
1 32 548
2 25 376
3 91 357
4 48 71
5 48 315
6 47 482
7 66 275
8 22 136
9 99 158
10 95 389
11 67 193
12 76 435
13 68 448
14 38 280
15 32 141
16 74 539
17 37 399
18 38 549
19 27 109
20 57 171
21 68 354
22 57 109
23 24 36
24 34 173
25 45 504
26 69 158
27 54 315
28 68 245
29 93 255
30 76 76
31 43 251
32 70 368
33 93 544
34 93 393
35 96 343
36 59 586
37 74 447
38 51 554
39 97 532
40 90 459
41 78 84
42 89 555
43 58 419
44 78 330
45 70 219
46 82 480
47 92 302
48 48 242
49 74 425
50 94 374
51 67 540
52 46 383
53 61 480
54 22 24
55 73 491
56 39 485
57 77 241
58 27 374
59 86 117
60 24 289
