NOP: 60
NINT: 10
0 53 9
53 114 10
114 178 9
178 242 8
242 287 7
287 347 6
347 411 5
411 459 4
459 524 3
524 300000 2
1 82 185
2 28 201
3 22 199
4 34 423
5 44 138
6 93 347
7 48 406
8 99 113
9 56 60
10 44 475
11 75 282
12 40 229
13 40 256
14 37 123
15 91 506
16 45 176
17 96 523
18 43 246
19 51 530
20 60 380
21 39 171
22 94 525
23 88 230
24 93 247
25 55 251
26 36 514
27 47 163
28 84 303
29 71 134
30 30 221
31 61 125
32 58 499
33 29 130
34 90 172
35 72 508
36 64 355
37 55 281
38 40 510
39 31 220
40 55 378
41 37 110
42 79 538
43 38 201
44 84 353
45 57 346
46 24 298
47 62 360
48 61 263
49 67 177
50 25 394
51 94 384
52 66 169
53 56 427
54 68 380
55 59 269
56 76 91
57 78 317
58 89 408
59 26 345
60 24 457
