NOP: 60
NINT: 10
0 52 9
52 102 10
102 166 9
166 220 8
220 271 7
271 315 6
315 371 5
371 428 4
428 484 3
484 300000 2
1 78 488
2 88 544
3 83 280
4 22 256
5 32 229
6 20 146
7 57 506
8 34 83
9 40 517
10 98 333
11 56 193
12 54 505
13 59 511
14 32 482
15 44 490
16 50 314
17 77 121
18 53 365
19 83 110
20 65 421
21 77 490
22 51 284
23 97 126
24 43 444
25 69 452
26 75 119
27 72 537
28 74 143
29 60 151
30 81 238
31 90 255
32 86 263
33 36 165
34 81 432
35 43 352
36 94 475
37 28 506
38 23 459
39 35 219
40 69 111
41 84 283
42 94 294
43 72 545
44 81 453
45 44 475
46 85 292
47 94 127
48 52 427
49 51 437
50 22 209
51 23 209
52 50 311
53 75 360
54 24 252
55 24 129
56 90 436
57 38 500
58 27 473
59 43 49
60 53 358
