NOP: 60
NINT: 15
0 29 4
29 60 5
60 120 6
120 162 7
162 186 8
186 221 9
221 267 10
267 300 9
300 335 8
335 383 7
383 416 6
416 460 5
460 496 4
496 535 3
535 300000 2
1 75 95
2 50 284
3 91 228
4 77 535
5 57 517
6 23 190
7 65 349
8 28 318
9 65 240
10 56 374
11 39 72
12 37 206
13 67 281
14 70 476
15 93 445
16 74 490
17 42 168
18 36 357
19 25 535
20 91 132
21 29 436
22 93 519
23 70 140
24 35 506
25 73 100
26 77 484
27 56 445
28 41 378
29 96 112
30 96 425
31 98 431
32 82 446
33 37 139
34 67 120
35 74 154
36 40 502
37 22 185
38 60 319
39 64 377
40 24 520
41 40 333
42 64 211
43 46 255
44 26 292
45 41 46
46 62 452
47 47 466
48 86 237
49 26 345
50 25 415
51 23 443
52 23 187
53 88 549
54 65 248
55 34 221
56 31 481
57 77 277
58 99 257
59 86 116
60 57 418
