NOP: 60
NINT: 13
0 38 6
38 101 7
101 148 8
148 199 9
199 243 10
243 289 9
289 330 8
330 382 7
382 432 6
432 472 5
472 507 4
507 540 3
540 300000 2
1 41 163
2 51 389
3 22 390
4 47 301
5 56 91
6 92 180
7 23 87
8 69 530
9 56 296
10 61 92
11 51 117
12 25 521
13 81 153
14 98 332
15 73 280
16 68 257
17 67 164
18 28 314
19 75 267
20 51 250
21 65 501
22 27 379
23 92 243
24 50 557
25 87 320
26 69 504
27 47 518
28 60 428
29 81 568
30 74 233
31 94 460
32 22 221
33 94 462
34 59 558
35 62 536
36 85 194
37 83 145
38 79 145
39 20 29
40 79 542
41 65 105
42 68 315
43 60 372
44 89 459
45 76 321
46 97 361
47 80 401
48 93 178
49 95 277
50 90 485
51 35 213
52 79 490
53 40 50
54 68 504
55 51 323
56 88 334
57 48 416
58 28 88
59 48 535
60 91 316
