NOP: 60
NINT: 11
0 65 8
65 119 9
119 162 10
162 221 9
221 272 8
272 335 7
335 381 6
381 425 5
425 455 4
455 498 3
498 300000 2
1 55 71
2 45 128
3 30 366
4 35 216
5 90 286
6 74 85
7 52 66
8 74 262
9 63 426
10 22 432
11 31 353
12 64 111
13 87 435
14 76 415
15 78 272
16 44 511
17 66 176
18 90 456
19 50 161
20 47 308
21 74 425
22 48 369
23 96 356
24 75 117
25 22 268
26 66 69
27 80 145
28 62 519
29 65 479
30 27 339
31 39 227
32 78 131
33 79 427
34 92 136
35 95 335
36 97 175
37 79 422
38 20 362
39 99 113
40 55 264
41 30 435
42 36 58
43 81 350
44 79 415
45 45 516
46 89 342
47 70 259
48 82 263
49 27 509
50 37 308
51 20 251
52 50 272
53 27 549
54 44 292
55 43 193
56 47 188
57 21 364
58 72 319
59 91 320
60 89 310
