NOP: 60
NINT: 12
0 29 7
29 82 8
82 127 9
127 176 10
176 223 9
223 279 8
279 332 7
332 368 6
368 398 5
398 451 4
451 511 3
511 300000 2
1 28 407
2 50 410
3 91 181
4 23 360
5 34 253
6 58 253
7 89 259
8 98 255
9 60 319
10 39 501
11 83 190
12 67 165
13 88 373
14 79 386
15 44 190
16 75 373
17 53 316
18 44 115
19 42 84
20 20 489
21 26 238
22 79 148
23 96 191
24 53 123
25 97 197
26 70 327
27 49 113
28 29 270
29 26 223
30 82 437
31 55 152
32 52 377
33 78 311
34 58 92
35 56 292
36 39 49
37 22 285
38 48 265
39 53 111
40 52 99
41 51 338
42 93 164
43 33 227
44 45 145
45 31 251
46 98 102
47 54 490
48 65 376
49 24 364
50 21 359
51 53 337
52 96 364
53 86 503
54 84 468
55 20 101
56 34 74
57 56 138
58 55 251
59 58 112
60 64 256
