NOP: 60
NINT: 16
0 33 3
33 66 4
66 103 5
103 139 6
139 172 7
172 198 8
198 233 9
233 282 10
282 323 9
323 357 8
357 377 7
377 421 6
421 448 5
448 476 4
476 507 3
507 300000 2
1 41 366
2 68 331
3 32 191
4 44 405
5 90 260
6 64 65
7 30 446
8 61 375
9 29 200
10 99 107
11 31 91
12 86 308
13 71 247
14 41 280
15 72 263
16 20 198
17 46 411
18 97 296
19 54 479
20 85 227
21 74 177
22 34 444
23 42 436
24 70 490
25 94 424
26 28 42
27 89 459
28 42 148
29 44 279
30 40 478
31 24 496
32 34 324
33 24 223
34 83 541
35 92 403
36 80 340
37 55 360
38 52 477
39 52 95
40 20 457
41 83 91
42 51 457
43 87 190
44 23 531
45 58 93
46 22 474
47 51 465
48 51 245
49 74 317
50 43 209
51 33 385
52 87 435
53 31 57
54 92 365
55 35 264
56 96 159
57 32 362
58 39 429
59 30 93
60 45 407
