NOP: 60
NINT: 16
0 43 3
43 91 4
91 120 5
120 152 6
152 183 7
183 229 8
229 259 9
259 290 10
290 322 9
322 364 8
364 407 7
407 426 6
426 461 5
461 495 4
495 528 3
528 300000 2
1 44 463
2 95 107
3 77 193
4 67 382
5 91 221
6 42 170
7 48 337
8 46 527
9 48 412
10 35 135
11 52 500
12 82 207
13 86 471
14 64 467
15 68 204
16 82 151
17 58 110
18 26 237
19 42 517
20 34 200
21 21 402
22 82 215
23 36 423
24 60 252
25 56 436
26 34 326
27 83 544
28 97 555
29 25 85
30 43 493
31 52 350
32 29 426
33 64 97
34 70 227
35 80 343
36 40 434
37 32 545
38 39 365
39 49 529
40 95 456
41 46 303
42 99 548
43 72 182
44 95 312
45 91 311
46 84 390
47 45 390
48 32 465
49 45 357
50 25 374
51 23 345
52 23 386
53 54 523
54 93 256
55 57 176
56 34 528
57 32 192
58 77 358
59 85 280
60 21 379
