NOP: 60
NINT: 12
0 42 7
42 79 8
79 124 9
124 165 10
165 211 9
211 267 8
267 309 7
309 357 6
357 404 5
404 454 4
454 506 3
506 300000 2
1 77 257
2 97 164
3 33 428
4 90 301
5 49 312
6 68 153
7 66 318
8 29 525
9 54 463
10 84 361
11 37 190
12 28 239
13 31 471
14 24 126
15 25 205
16 36 292
17 83 477
18 53 284
19 96 395
20 77 517
21 41 512
22 50 428
23 69 208
24 98 159
25 90 280
26 85 474
27 62 293
28 62 436
29 75 228
30 54 510
31 42 529
32 79 129
33 83 523
34 41 94
35 50 230
36 78 160
37 92 511
38 44 121
39 61 384
40 31 405
41 56 391
42 34 398
43 91 149
44 44 209
45 70 166
46 23 303
47 88 354
48 42 354
49 83 213
50 67 119
51 85 334
52 22 243
53 45 351
54 99 526
55 93 259
56 62 212
57 87 434
58 90 107
59 26 126
60 73 489
