NOP: 60
NINT: 14
0 31 5
31 73 6
73 104 7
104 144 8
144 189 9
189 238 10
238 278 9
278 325 8
325 388 7
388 443 6
443 473 5
473 503 4
503 542 3
542 300000 2
1 93 440
2 45 104
3 58 476
4 45 464
5 72 522
6 74 492
7 54 459
8 82 539
9 69 304
10 44 266
11 49 246
12 87 244
13 51 304
14 96 181
15 52 109
16 99 290
17 30 116
18 32 439
19 91 473
20 86 387
21 26 519
22 48 424
23 51 255
24 67 102
25 89 477
26 63 228
27 70 418
28 52 445
29 26 426
30 87 124
31 37 102
32 45 548
33 65 485
34 56 265
35 76 548
36 50 514
37 99 235
38 65 169
39 48 335
40 50 209
41 21 290
42 83 323
43 29 374
44 56 541
45 73 484
46 80 310
47 62 466
48 57 106
49 49 108
50 39 164
51 57 300
52 66 104
53 79 167
54 47 554
55 41 363
56 53 152
57 57 165
58 67 243
59 53 55
60 29 372
