NOP: 60
NINT: 16
0 34 3
34 72 4
72 111 5
111 160 6
160 193 7
193 253 8
253 289 9
289 322 10
322 352 9
352 394 8
394 436 7
436 464 6
464 508 5
508 547 4
547 577 3
577 300000 2
1 74 433
2 69 254
3 63 286
4 42 511
5 48 436
6 97 171
7 70 131
8 58 532
9 55 527
10 99 220
11 23 408
12 79 374
13 54 445
14 29 567
15 35 435
16 78 90
17 99 179
18 69 383
19 45 488
20 82 264
21 41 99
22 46 51
23 67 376
24 48 484
25 43 588
26 52 423
27 39 513
28 31 466
29 79 128
30 51 110
31 71 584
32 38 295
33 72 159
34 87 104
35 96 569
36 40 556
37 85 319
38 89 254
39 71 468
40 76 375
41 26 93
42 21 566
43 74 93
44 86 323
45 47 397
46 21 218
47 93 185
48 29 494
49 21 162
50 70 588
51 38 556
52 53 240
53 53 204
54 80 296
55 49 544
56 33 353
57 77 426
58 59 501
59 83 115
60 51 247
