NOP: 60
NINT: 13
0 43 6
43 78 7
78 137 8
137 181 9
181 224 10
224 263 9
263 296 8
296 321 7
321 351 6
351 399 5
399 434 4
434 464 3
464 300000 2
1 58 217
2 63 515
3 28 372
4 29 511
5 63 385
6 81 500
7 54 267
8 60 67
9 42 241
10 81 209
11 83 105
12 43 226
13 89 119
14 81 351
15 73 177
16 37 420
17 51 395
18 88 545
19 48 488
20 27 212
21 79 253
22 88 135
23 78 530
24 31 306
25 59 327
26 26 388
27 38 115
28 79 119
29 29 214
30 75 141
31 70 289
32 83 292
33 68 258
34 26 385
35 82 434
36 78 165
37 58 498
38 36 140
39 52 209
40 96 465
41 68 420
42 41 310
43 36 302
44 91 130
45 83 378
46 31 261
47 69 124
48 58 359
49 33 56
50 26 421
51 95 326
52 59 105
53 67 496
54 84 495
55 66 300
56 46 289
57 62 532
58 42 412
59 54 168
60 33 109
