NOP: 60
NINT: 13
0 51 6
51 95 7
95 136 8
136 172 9
172 213 10
213 249 9
249 290 8
290 337 7
337 380 6
380 419 5
419 460 4
460 508 3
508 300000 2
1 94 424
2 81 406
3 34 70
4 32 272
5 77 306
6 73 308
7 61 352
8 45 51
9 67 488
10 66 370
11 68 233
12 46 232
13 99 210
14 71 258
15 54 95
16 24 39
17 77 211
18 90 271
19 43 440
20 77 203
21 87 489
22 78 444
23 82 135
24 26 65
25 37 265
26 96 433
27 77 287
28 75 167
29 67 160
30 38 50
31 67 79
32 49 128
33 64 90
34 67 462
35 37 115
36 45 128
37 26 344
38 34 419
39 66 318
40 44 441
41 33 43
42 36 416
43 59 485
44 20 327
45 67 502
46 61 138
47 32 102
48 20 262
49 40 500
50 35 243
51 64 381
52 78 305
53 59 217
54 22 226
55 58 130
56 24 149
57 47 514
58 54 316
59 62 210
60 90 345
