NOP: 60
NINT: 16
0 22 3
22 61 4
61 104 5
104 134 6
134 172 7
172 220 8
220 265 9
265 315 10
315 342 9
342 389 8
389 428 7
428 444 6
444 482 5
482 514 4
514 556 3
556 300000 2
1 88 504
2 48 340
3 83 582
4 77 576
5 62 415
6 72 171
7 82 593
8 55 430
9 70 559
10 43 332
11 94 181
12 37 406
13 27 512
14 89 290
15 27 400
16 97 288
17 71 404
18 68 124
19 50 593
20 23 421
21 41 539
22 76 179
23 39 426
24 54 555
25 83 254
26 83 409
27 55 501
28 66 138
29 52 311
30 28 300
31 24 506
32 66 323
33 95 230
34 98 441
35 29 363
36 69 215
37 59 593
38 99 477
39 29 121
40 78 529
41 28 35
42 54 524
43 60 226
44 48 157
45 71 89
46 89 606
47 79 522
48 86 218
49 37 266
50 53 364
51 50 566
52 33 184
53 87 597
54 54 96
55 28 231
56 95 606
57 97 397
58 31 275
59 65 552
60 83 194
