NOP: 60
NINT: 12
0 55 7
55 99 8
99 142 9
142 195 10
195 246 9
246 281 8
281 311 7
311 361 6
361 407 5
407 450 4
450 484 3
484 300000 2
1 93 550
2 93 497
3 91 203
4 49 362
5 91 138
6 78 487
7 88 195
8 96 543
9 99 474
10 67 352
11 65 440
12 21 250
13 57 478
14 22 329
15 65 262
16 61 458
17 32 377
18 87 305
19 74 226
20 22 119
21 49 484
22 96 166
23 29 537
24 74 521
25 64 233
26 77 230
27 64 268
28 51 328
29 38 522
30 48 516
31 35 253
32 62 166
33 65 440
34 35 395
35 39 473
36 89 351
37 28 396
38 28 336
39 28 170
40 39 136
41 55 384
42 43 215
43 73 189
44 33 389
45 26 468
46 81 203
47 92 503
48 20 363
49 75 349
50 87 492
51 51 311
52 68 304
53 33 275
54 61 515
55 32 512
56 69 388
57 54 188
58 83 437
59 73 274
60 92 244
