NOP: 60
NINT: 15
0 20 4
20 51 5
51 86 6
86 127 7
127 171 8
171 205 9
205 249 10
249 294 9
294 331 8
331 374 7
374 404 6
404 437 5
437 482 4
482 509 3
509 300000 2
1 61 486
2 55 403
3 41 334
4 33 202
5 52 155
6 73 311
7 66 441
8 46 51
9 66 262
10 93 343
11 65 184
12 82 420
13 33 528
14 61 371
15 46 446
16 52 389
17 48 73
18 38 173
19 44 428
20 38 375
21 61 307
22 56 472
23 65 514
24 82 90
25 96 335
26 89 237
27 76 384
28 28 102
29 39 167
30 40 307
31 98 190
32 79 319
33 31 508
34 23 371
35 88 138
36 28 319
37 29 257
38 73 91
39 31 269
40 86 307
41 57 369
42 59 188
43 94 116
44 62 141
45 40 66
46 61 156
47 26 456
48 47 228
49 64 480
50 45 375
51 67 110
52 96 463
53 29 191
54 77 258
55 80 383
56 20 175
57 39 115
58 75 154
59 47 508
60 77 430
