NOP: 60
NINT: 15
0 47 4
47 81 5
81 109 6
109 149 7
149 179 8
179 216 9
216 241 10
241 272 9
272 313 8
313 366 7
366 408 6
408 444 5
444 482 4
482 525 3
525 300000 2
1 96 414
2 65 270
3 78 210
4 34 380
5 48 231
6 35 363
7 76 76
8 83 142
9 40 280
10 76 363
11 44 170
12 75 79
13 57 281
14 46 398
15 93 147
16 76 360
17 92 208
18 81 247
19 99 173
20 84 566
21 77 554
22 26 57
23 39 80
24 93 133
25 39 289
26 88 455
27 82 484
28 52 485
29 52 547
30 45 111
31 24 577
32 70 170
33 39 128
34 27 500
35 87 363
36 44 142
37 95 489
38 43 549
39 44 406
40 21 365
41 53 417
42 70 417
43 35 567
44 98 159
45 75 239
46 82 495
47 79 326
48 94 453
49 23 167
50 26 319
51 73 121
52 53 539
53 77 483
54 66 306
55 20 468
56 51 420
57 68 275
58 48 120
59 38 273
60 48 354
