NOP: 60
NINT: 15
0 38 4
38 78 5
78 118 6
118 161 7
161 209 8
209 244 9
244 281 10
281 324 9
324 364 8
364 404 7
404 427 6
427 465 5
465 517 4
517 557 3
557 300000 2
1 51 60
2 71 82
3 68 397
4 89 171
5 58 279
6 88 490
7 46 249
8 84 187
9 29 191
10 94 432
11 37 63
12 84 378
13 69 318
14 39 110
15 79 545
16 84 339
17 27 442
18 22 376
19 32 529
20 39 276
21 84 236
22 44 305
23 35 316
24 83 493
25 52 66
26 74 87
27 66 370
28 59 207
29 22 447
30 55 331
31 63 554
32 99 453
33 54 84
34 37 87
35 26 197
36 25 42
37 99 172
38 22 209
39 32 69
40 81 428
41 32 239
42 98 120
43 64 455
44 83 412
45 97 115
46 29 280
47 74 276
48 36 36
49 21 541
50 22 177
51 42 338
52 37 83
53 55 372
54 99 149
55 83 381
56 63 215
57 35 252
58 78 183
59 97 395
60 54 410
