NOP: 60
NINT: 11
0 43 8
43 90 9
90 163 10
163 209 9
209 259 8
259 316 7
316 357 6
357 404 5
404 455 4
455 500 3
500 300000 2
1 75 125
2 62 226
3 94 456
4 90 543
5 80 94
6 37 483
7 31 317
8 42 394
9 77 442
10 27 246
11 64 412
12 81 462
13 43 368
14 46 537
15 89 539
16 82 333
17 74 363
18 87 155
19 51 369
20 46 95
21 95 188
22 38 522
23 62 182
24 79 470
25 71 260
26 46 430
27 20 523
28 51 558
29 63 67
30 48 553
31 59 435
32 68 440
33 34 377
34 28 186
35 70 479
36 26 130
37 65 486
38 98 382
39 65 448
40 72 503
41 81 352
42 70 541
43 63 432
44 58 285
45 25 501
46 74 332
47 96 554
48 26 332
49 61 369
50 60 435
51 75 140
52 31 182
53 62 106
54 67 483
55 30 231
56 65 199
57 95 228
58 78 103
59 66 344
60 71 459
