NOP: 60
NINT: 15
0 36 4
36 85 5
85 121 6
121 156 7
156 209 8
209 240 9
240 269 10
269 306 9
306 346 8
346 378 7
378 426 6
426 450 5
450 478 4
478 513 3
513 300000 2
1 32 557
2 95 156
3 63 256
4 95 231
5 40 412
6 91 340
7 56 443
8 82 132
9 68 423
10 29 46
11 62 135
12 22 403
13 73 275
14 50 468
15 56 372
16 58 345
17 87 359
18 50 217
19 67 273
20 28 105
21 90 98
22 95 463
23 98 540
24 57 401
25 98 215
26 86 543
27 33 93
28 68 353
29 58 442
30 85 319
31 27 208
32 39 518
33 86 451
34 50 514
35 39 489
36 59 151
37 46 323
38 49 442
39 29 306
40 76 338
41 64 241
42 50 207
43 24 98
44 37 224
45 43 401
46 67 384
47 79 371
48 75 458
49 63 405
50 61 492
51 38 424
52 93 241
53 62 332
54 42 279
55 66 343
56 87 439
57 22 155
58 32 473
59 61 162
60 75 192
