NOP: 60
NINT: 15
0 30 4
30 76 5
76 109 6
109 138 7
138 168 8
168 216 9
216 245 10
245 285 9
285 316 8
316 359 7
359 391 6
391 428 5
428 461 4
461 505 3
505 300000 2
1 57 216
2 25 488
3 67 480
4 50 368
5 65 410
6 90 506
7 78 291
8 72 231
9 33 177
10 84 296
11 20 302
12 80 124
13 50 95
14 51 148
15 62 244
16 64 507
17 70 337
18 82 149
19 40 312
20 62 375
21 94 427
22 38 384
23 61 459
24 35 349
25 65 457
26 62 113
27 87 291
28 47 166
29 64 510
30 43 494
31 88 531
32 54 167
33 74 490
34 33 284
35 36 215
36 35 346
37 34 121
38 48 246
39 60 236
40 38 494
41 61 112
42 64 235
43 25 49
44 48 310
45 89 483
46 43 262
47 72 155
48 39 188
49 84 299
50 38 379
51 58 254
52 81 190
53 76 351
54 48 446
55 37 121
56 51 99
57 87 301
58 42 203
59 31 211
60 40 453
