NOP: 60
NINT: 10
0 57 9
57 102 10
102 159 9
159 223 8
223 295 7
295 357 6
357 425 5
425 481 4
481 555 3
555 300000 2
1 48 181
2 73 376
3 92 376
4 46 218
5 94 492
6 51 437
7 49 186
8 88 320
9 35 358
10 56 425
11 98 211
12 78 122
13 94 280
14 96 183
15 41 235
16 53 454
17 62 178
18 55 481
19 89 149
20 36 151
21 91 263
22 58 494
23 43 291
24 56 198
25 66 248
26 76 480
27 49 104
28 52 181
29 37 120
30 88 550
31 76 237
32 94 339
33 66 554
34 32 472
35 40 173
36 53 542
37 81 271
38 64 164
39 42 325
40 72 543
41 44 257
42 34 266
43 21 410
44 20 201
45 89 125
46 39 261
47 37 150
48 61 284
49 38 116
50 80 482
51 65 378
52 46 129
53 24 195
54 31 217
55 49 417
56 36 109
57 62 432
58 99 132
59 69 501
60 69 166
