NOP: 60
NINT: 18
0 29 1
29 74 2
74 120 3
120 157 4
157 188 5
188 226 6
226 254 7
254 295 8
295 320 9
320 351 10
351 386 9
386 416 8
416 451 7
451 479 6
479 509 5
509 552 4
552 582 3
582 300000 2
1 27 265
2 63 195
3 29 104
4 31 396
5 65 573
6 87 291
7 34 590
8 30 459
9 55 500
10 34 182
11 86 370
12 91 505
13 80 283
14 43 44
15 72 592
16 69 185
17 74 531
18 72 477
19 51 256
20 46 173
21 70 326
22 41 78
23 62 516
24 57 506
25 51 449
26 71 166
27 96 307
28 34 186
29 26 323
30 81 253
31 94 519
32 48 152
33 84 590
34 20 534
35 64 409
36 95 136
37 84 526
38 76 83
39 38 86
40 41 225
41 51 140
42 34 542
43 44 478
44 20 574
45 65 173
46 38 577
47 93 359
48 70 139
49 38 121
50 48 403
51 32 247
52 67 210
53 36 580
54 40 46
55 48 398
56 50 263
57 23 423
58 41 402
59 54 148
60 74 411
