NOP: 60
NINT: 9
0 56 10
56 96 9
96 146 8
146 205 7
205 289 6
289 338 5
338 370 4
370 406 3
406 300000 2
1 69 413
2 78 421
3 33 388
4 44 461
5 28 335
6 32 151
7 28 344
8 27 161
9 52 223
10 49 134
11 79 458
12 73 394
13 51 95
14 38 143
15 84 95
16 66 355
17 26 515
18 98 460
19 76 474
20 30 451
21 56 59
22 48 513
23 33 487
24 62 207
25 72 485
26 89 270
27 96 461
28 95 150
29 52 434
30 88 506
31 83 367
32 56 192
33 80 418
34 79 403
35 51 241
36 54 419
37 48 467
38 27 71
39 33 39
40 30 485
41 88 412
42 28 529
43 32 372
44 20 35
45 78 497
46 26 148
47 77 363
48 64 307
49 25 188
50 65 144
51 85 269
52 64 400
53 28 191
54 64 409
55 21 272
56 82 434
57 21 542
58 85 358
59 62 530
60 32 490
