NOP: 60
NINT: 9
0 61 10
61 121 9
121 185 8
185 249 7
249 309 6
309 377 5
377 414 4
414 480 3
480 300000 2
1 61 247
2 86 473
3 71 220
4 69 275
5 77 282
6 30 348
7 42 337
8 28 287
9 22 169
10 80 495
11 52 190
12 20 323
13 72 478
14 66 289
15 31 271
16 47 268
17 77 565
18 59 301
19 93 112
20 57 227
21 75 327
22 21 134
23 25 529
24 30 308
25 70 536
26 25 60
27 74 548
28 79 433
29 35 261
30 87 117
31 55 175
32 88 388
33 87 96
34 91 235
35 42 101
36 35 422
37 90 361
38 55 341
39 69 299
40 81 532
41 49 174
42 80 399
43 37 351
44 48 60
45 45 192
46 75 252
47 25 572
48 53 570
49 86 182
50 66 280
51 37 341
52 85 120
53 44 492
54 57 297
55 78 129
56 21 551
57 48 444
58 71 111
59 43 289
60 81 254
