NOP: 60
NINT: 19
0 137 1
137 287 2
287 463 3
463 511 4
511 637 5
637 657 6
657 875 7
875 1140 8
1140 1374 9
1374 1378 10
1378 1558 9
1558 1793 8
1793 1986 7
1986 2262 6
2262 2430 5
2430 2610 4
2610 2774 3
2774 2849 2
2849 300000 1
1 10 1214
2 40 1228
3 26 1166
4 76 157
5 51 565
6 21 359
7 22 342
8 45 139
9 5 251
10 29 77
11 79 298
12 54 496
13 14 572
14 94 1082
15 7 162
16 46 227
17 95 825
18 50 1323
19 98 898
20 38 219
21 50 1130
22 99 242
23 18 18
24 7 618
25 15 15
26 61 1280
27 33 1053
28 57 752
29 57 260
30 26 1351
31 12 56
32 34 1153
33 46 909
34 92 545
35 94 1100
36 65 1085
37 8 71
38 14 1053
39 86 1028
40 61 578
41 4 834
42 31 831
43 53 1303
44 47 167
45 17 84
46 41 305
47 98 125
48 93 1139
49 13 640
50 75 239
51 33 970
52 82 339
53 44 1362
54 80 88
55 34 223
56 54 165
57 1 293
58 47 548
59 32 724
60 93 671
