NOP: 60
NINT: 18
0 226 2
226 287 3
287 515 4
515 685 5
685 848 6
848 1103 7
1103 1418 8
1418 1595 9
1595 1725 10
1725 1882 9
1882 1998 8
1998 2130 7
2130 2384 6
2384 2485 5
2485 2701 4
2701 2846 3
2846 2852 2
2852 300000 1
1 39 1474
2 96 1314
3 13 955
4 15 1233
5 52 1312
6 33 983
7 74 283
8 19 1204
9 15 1255
10 55 432
11 62 154
12 47 1129
13 56 1464
14 58 81
15 67 178
16 33 317
17 24 1261
18 11 1033
19 5 1472
20 63 967
21 11 492
22 42 194
23 71 398
24 71 824
25 22 1426
26 89 725
27 98 1486
28 89 481
29 58 94
30 69 1466
31 98 993
32 41 687
33 72 1230
34 87 549
35 39 1242
36 63 1436
37 78 375
38 83 1208
39 3 874
40 16 530
41 61 437
42 44 77
43 97 153
44 76 520
45 81 1157
46 27 980
47 8 1289
48 35 1385
49 60 1265
50 63 377
51 12 505
52 15 275
53 64 1062
54 82 678
55 85 231
56 33 1539
57 75 498
58 55 190
59 93 1254
60 69 361
