NOP: 60
NINT: 19
0 249 1
249 447 2
447 485 3
485 560 4
560 732 5
732 735 6
735 934 7
934 1123 8
1123 1148 9
1148 1304 10
1304 1543 9
1543 1646 8
1646 1948 7
1948 2163 6
2163 2386 5
2386 2400 4
2400 2722 3
2722 2973 2
2973 300000 1
1 90 1238
2 42 1058
3 13 1070
4 92 1385
5 45 169
6 86 1306
7 95 1380
8 36 57
9 58 724
10 16 1289
11 72 1506
12 30 774
13 69 945
14 86 127
15 79 914
16 1 140
17 69 1402
18 40 397
19 62 1204
20 77 1288
21 37 187
22 6 293
23 76 310
24 59 610
25 76 1102
26 86 1112
27 17 1446
28 14 1103
29 45 500
30 72 1386
31 61 1201
32 59 727
33 67 1452
34 74 730
35 76 1351
36 2 162
37 99 1020
38 93 729
39 44 1434
40 62 500
41 98 392
42 61 1281
43 64 938
44 46 80
45 17 1369
46 2 955
47 98 1533
48 56 237
49 17 1316
50 2 390
51 69 795
52 82 904
53 91 591
54 15 1103
55 48 856
56 66 1031
57 51 134
58 43 1584
59 84 1190
60 7 120
