NOP: 60
NINT: 18
0 204 1
204 361 2
361 391 3
391 468 4
468 482 5
482 657 6
657 914 7
914 1167 8
1167 1406 9
1406 1602 10
1602 1829 9
1829 2067 8
2067 2209 7
2209 2247 6
2247 2250 5
2250 2255 4
2255 2476 3
2476 300000 2
1 29 596
2 19 115
3 71 1111
4 40 1320
5 91 598
6 20 164
7 78 1315
8 4 1043
9 28 1294
10 64 479
11 64 857
12 64 837
13 6 376
14 50 191
15 19 819
16 4 254
17 62 457
18 7 1172
19 76 131
20 54 834
21 18 1115
22 44 586
23 93 493
24 81 1348
25 48 954
26 41 777
27 20 449
28 36 87
29 40 584
30 17 397
31 26 319
32 19 655
33 1 1309
34 3 608
35 84 1158
36 62 1178
37 57 992
38 21 1153
39 7 539
40 14 988
41 21 723
42 20 1269
43 65 697
44 92 94
45 41 1123
46 79 1062
47 4 1242
48 10 901
49 89 372
50 88 976
51 3 885
52 83 208
53 93 133
54 64 109
55 85 722
56 62 1256
57 88 695
58 38 620
59 44 85
60 65 1219
