NOP: 60
NINT: 18
0 185 1
185 411 2
411 535 3
535 565 4
565 647 5
647 668 6
668 887 7
887 963 8
963 982 9
982 1233 10
1233 1487 9
1487 1593 8
1593 1777 7
1777 1993 6
1993 2238 5
2238 2385 4
2385 2487 3
2487 300000 2
1 81 929
2 31 1145
3 4 1214
4 40 352
5 59 689
6 63 965
7 55 531
8 65 415
9 6 15
10 5 1076
11 76 621
12 20 590
13 51 502
14 9 818
15 43 1211
16 12 33
17 96 1232
18 66 1101
19 58 1388
20 41 346
21 38 393
22 3 764
23 17 1106
24 63 1173
25 95 403
26 3 951
27 99 371
28 86 780
29 27 616
30 13 724
31 96 1060
32 19 641
33 99 1331
34 99 1350
35 62 1169
36 97 264
37 42 244
38 2 219
39 58 1206
40 28 156
41 15 383
42 47 714
43 62 1229
44 84 337
45 1 1026
46 62 935
47 20 1030
48 52 1054
49 33 605
50 97 873
51 70 756
52 69 1158
53 18 156
54 7 660
55 4 780
56 8 823
57 89 635
58 89 607
59 88 119
60 44 669
