NOP: 60
NINT: 19
0 213 1
213 391 2
391 644 3
644 714 4
714 868 5
868 918 6
918 1018 7
1018 1075 8
1075 1113 9
1113 1387 10
1387 1540 9
1540 1619 8
1619 1758 7
1758 2052 6
2052 2256 5
2256 2304 4
2304 2359 3
2359 2483 2
2483 300000 1
1 10 1420
2 2 76
3 29 1309
4 95 1207
5 90 950
6 93 1055
7 75 1195
8 93 936
9 8 1224
10 87 819
11 36 292
12 24 1028
13 14 143
14 69 628
15 15 1412
16 23 1065
17 68 1367
18 47 1081
19 85 523
20 8 239
21 28 1185
22 90 449
23 89 176
24 71 719
25 31 1465
26 44 155
27 75 1228
28 74 584
29 38 336
30 67 330
31 32 374
32 29 145
33 71 1482
34 48 964
35 88 735
36 42 383
37 4 66
38 28 428
39 14 953
40 87 1275
41 68 662
42 4 969
43 9 810
44 16 564
45 95 306
46 96 751
47 44 993
48 7 727
49 44 1264
50 44 244
51 75 1263
52 50 169
53 73 222
54 84 448
55 49 1203
56 86 442
57 39 1282
58 23 312
59 44 1453
60 30 33
