NOP: 60
NINT: 18
0 218 2
218 338 3
338 611 4
611 635 5
635 895 6
895 988 7
988 1242 8
1242 1451 9
1451 1490 10
1490 1680 9
1680 1862 8
1862 1867 7
1867 2076 6
2076 2219 5
2219 2388 4
2388 2520 3
2520 2697 2
2697 300000 1
1 23 811
2 27 944
3 9 817
4 10 417
5 75 751
6 41 1225
7 20 157
8 32 583
9 19 841
10 63 948
11 50 331
12 6 854
13 5 603
14 36 1049
15 36 411
16 13 843
17 2 298
18 33 444
19 13 613
20 89 330
21 71 1173
22 3 447
23 66 1207
24 16 177
25 65 1026
26 45 807
27 94 633
28 61 1228
29 7 1256
30 81 1316
31 32 490
32 97 1117
33 9 749
34 3 519
35 40 966
36 48 1340
37 54 143
38 93 182
39 41 755
40 84 912
41 49 1358
42 13 590
43 95 141
44 97 380
45 40 898
46 99 577
47 47 1165
48 13 671
49 62 1220
50 43 932
51 26 354
52 89 1120
53 20 1338
54 89 175
55 53 254
56 69 665
57 40 722
58 57 1055
59 84 1020
60 90 417
