NOP: 60
NINT: 18
0 168 1
168 287 2
287 569 3
569 780 4
780 933 5
933 1063 6
1063 1204 7
1204 1478 8
1478 1668 9
1668 1710 10
1710 1866 9
1866 2099 8
2099 2295 7
2295 2406 6
2406 2667 5
2667 2933 4
2933 3156 3
3156 300000 2
1 26 485
2 98 533
3 52 1056
4 8 1241
5 48 1178
6 11 621
7 12 363
8 37 1013
9 54 302
10 33 722
11 24 616
12 39 1258
13 20 1009
14 76 852
15 13 818
16 91 1079
17 46 321
18 15 206
19 28 985
20 90 500
21 75 730
22 9 1335
23 58 1090
24 54 1399
25 99 1336
26 36 1083
27 66 596
28 62 727
29 72 1119
30 13 167
31 13 893
32 12 741
33 25 51
34 46 459
35 62 1083
36 7 1327
37 20 803
38 43 1036
39 49 712
40 99 349
41 75 576
42 39 180
43 7 678
44 97 293
45 67 292
46 21 562
47 96 477
48 22 978
49 41 327
50 56 462
51 89 1287
52 83 975
53 2 484
54 90 279
55 22 1252
56 70 882
57 65 888
58 44 1234
59 63 618
60 42 622
