NOP: 60
NINT: 18
0 157 2
157 282 3
282 362 4
362 372 5
372 535 6
535 638 7
638 783 8
783 1035 9
1035 1099 10
1099 1126 9
1126 1314 8
1314 1359 7
1359 1397 6
1397 1472 5
1472 1551 4
1551 1632 3
1632 1873 2
1873 300000 1
1 86 874
2 29 167
3 9 126
4 31 928
5 73 738
6 87 844
7 34 873
8 98 1356
9 8 415
10 58 87
11 19 320
12 24 1046
13 77 366
14 54 856
15 80 484
16 85 225
17 77 1245
18 25 760
19 15 218
20 14 572
21 86 263
22 4 1328
23 17 439
24 19 36
25 90 216
26 34 1275
27 43 313
28 54 949
29 7 821
30 25 29
31 77 456
32 34 1166
33 20 57
34 62 756
35 39 170
36 81 329
37 1 590
38 64 974
39 78 313
40 11 359
41 34 490
42 67 600
43 10 603
44 87 178
45 62 869
46 16 377
47 65 530
48 18 1242
49 98 638
50 71 936
51 29 465
52 40 52
53 11 1120
54 93 1147
55 8 263
56 27 403
57 21 680
58 2 1285
59 43 807
60 89 1175
