NOP: 60
NINT: 18
0 309 2
309 576 3
576 746 4
746 894 5
894 1137 6
1137 1258 7
1258 1555 8
1555 1756 9
1756 1776 10
1776 2025 9
2025 2198 8
2198 2330 7
2330 2462 6
2462 2762 5
2762 2926 4
2926 2935 3
2935 3060 2
3060 300000 1
1 72 967
2 34 1311
3 34 1610
4 69 172
5 9 1517
6 39 437
7 95 242
8 71 751
9 84 770
10 81 893
11 35 483
12 11 451
13 73 547
14 96 629
15 65 1555
16 57 356
17 78 1451
18 79 201
19 76 673
20 91 881
21 38 1214
22 29 1363
23 75 425
24 86 1209
25 60 166
26 67 1257
27 39 907
28 21 64
29 81 447
30 89 864
31 68 94
32 38 122
33 55 1217
34 5 1514
35 80 1551
36 67 1082
37 74 442
38 35 1057
39 24 823
40 2 1381
41 97 1519
42 37 786
43 83 581
44 78 1341
45 28 97
46 22 108
47 10 422
48 76 1392
49 28 1502
50 71 364
51 83 1014
52 71 776
53 24 1611
54 24 708
55 36 510
56 41 601
57 20 1009
58 38 361
59 90 1442
60 8 428
