NOP: 60
NINT: 18
0 264 2
264 498 3
498 575 4
575 649 5
649 889 6
889 1060 7
1060 1144 8
1144 1260 9
1260 1470 10
1470 1578 9
1578 1810 8
1810 1815 7
1815 1879 6
1879 2019 5
2019 2204 4
2204 2450 3
2450 2555 2
2555 300000 1
1 75 1036
2 2 1240
3 49 960
4 9 367
5 76 452
6 54 377
7 5 626
8 89 993
9 53 969
10 79 1156
11 90 429
12 16 1082
13 18 696
14 80 1298
15 40 438
16 68 229
17 67 1471
18 56 390
19 2 1412
20 76 1164
21 11 19
22 84 898
23 96 216
24 19 100
25 62 702
26 71 833
27 85 644
28 67 106
29 53 348
30 35 1405
31 39 1030
32 41 451
33 71 1209
34 25 607
35 97 891
36 32 521
37 1 312
38 73 1169
39 30 1078
40 85 154
41 50 255
42 56 361
43 71 1037
44 9 1363
45 74 1399
46 40 648
47 3 748
48 76 244
49 10 722
50 97 1313
51 89 1066
52 18 867
53 81 680
54 24 80
55 3 1154
56 88 477
57 2 175
58 1 714
59 1 756
60 83 1024
