NOP: 60
NINT: 18
0 124 1
124 409 2
409 555 3
555 602 4
602 740 5
740 925 6
925 938 7
938 1073 8
1073 1094 9
1094 1156 10
1156 1381 9
1381 1451 8
1451 1510 7
1510 1680 6
1680 1749 5
1749 1754 4
1754 2003 3
2003 300000 2
1 83 607
2 88 1350
3 67 729
4 67 359
5 8 477
6 97 115
7 24 334
8 16 105
9 10 436
10 18 48
11 99 980
12 54 1336
13 26 1389
14 24 249
15 22 984
16 25 119
17 8 608
18 23 1236
19 33 1147
20 65 537
21 40 740
22 45 996
23 7 1010
24 70 190
25 88 642
26 89 708
27 9 224
28 53 503
29 17 1256
30 21 175
31 77 516
32 65 1448
33 48 902
34 16 151
35 64 401
36 78 1085
37 96 693
38 18 515
39 22 850
40 12 122
41 92 269
42 40 1061
43 85 1392
44 22 499
45 37 1151
46 2 942
47 93 777
48 1 780
49 23 388
50 7 403
51 95 1107
52 86 853
53 97 339
54 68 857
55 62 976
56 31 1161
57 78 1311
58 81 1244
59 57 372
60 49 1390
