NOP: 60
NINT: 18
0 116 2
116 406 3
406 438 4
438 619 5
619 920 6
920 1039 7
1039 1221 8
1221 1302 9
1302 1373 10
1373 1433 9
1433 1529 8
1529 1780 7
1780 1931 6
1931 2116 5
2116 2342 4
2342 2433 3
2433 2700 2
2700 300000 1
1 95 154
2 77 1477
3 63 350
4 16 641
5 51 514
6 73 1281
7 21 619
8 82 1026
9 69 122
10 64 1595
11 40 1367
12 6 631
13 73 1436
14 42 408
15 62 1407
16 50 1481
17 42 1447
18 81 776
19 50 92
20 82 804
21 79 1365
22 68 192
23 1 681
24 42 609
25 26 1268
26 54 445
27 58 234
28 40 580
29 9 214
30 52 992
31 69 1276
32 75 276
33 46 113
34 97 1456
35 86 1251
36 6 349
37 16 1470
38 45 1588
39 25 1406
40 34 388
41 68 628
42 44 154
43 13 234
44 74 399
45 76 806
46 93 1541
47 65 252
48 66 1440
49 4 31
50 80 896
51 80 1025
52 50 1417
53 68 1358
54 9 204
55 53 236
56 94 442
57 96 424
58 59 542
59 34 207
60 52 1558
