NOP: 60
NINT: 17
0 282 2
282 374 3
374 657 4
657 845 5
845 1100 6
1100 1186 7
1186 1303 8
1303 1334 9
1334 1612 10
1612 1721 9
1721 1992 8
1992 2214 7
2214 2499 6
2499 2673 5
2673 2842 4
2842 2939 3
2939 300000 2
1 53 1254
2 61 1516
3 51 1507
4 66 369
5 15 1027
6 99 1099
7 9 1333
8 61 409
9 34 1128
10 16 629
11 93 174
12 47 1307
13 44 914
14 24 1509
15 64 181
16 7 1445
17 45 1073
18 78 789
19 64 1423
20 72 516
21 41 1004
22 75 813
23 41 1455
24 89 163
25 12 1320
26 79 684
27 60 1417
28 44 664
29 29 911
30 29 1528
31 67 1004
32 98 864
33 71 253
34 75 1053
35 47 123
36 44 152
37 95 124
38 31 777
39 49 685
40 80 157
41 1 539
42 26 1038
43 91 686
44 59 409
45 62 1423
46 75 179
47 89 1028
48 63 840
49 33 745
50 31 1087
51 33 1030
52 49 107
53 37 964
54 51 417
55 68 454
56 98 230
57 14 542
58 2 1436
59 6 1390
60 55 459
