NOP: 60
NINT: 18
0 80 1
80 289 2
289 391 3
391 541 4
541 749 5
749 750 6
750 760 7
760 777 8
777 925 9
925 1097 10
1097 1364 9
1364 1509 8
1509 1546 7
1546 1562 6
1562 1570 5
1570 1793 4
1793 1961 3
1961 300000 2
1 64 991
2 49 89
3 3 214
4 22 648
5 67 1335
6 80 1036
7 26 1168
8 83 1143
9 6 390
10 56 233
11 98 154
12 24 957
13 11 1218
14 36 120
15 16 806
16 36 1134
17 76 1063
18 31 799
19 35 1330
20 97 579
21 70 702
22 21 1287
23 87 1265
24 95 579
25 11 240
26 23 73
27 14 922
28 2 243
29 96 845
30 47 777
31 73 1008
32 48 987
33 42 1111
34 55 796
35 23 578
36 87 914
37 44 294
38 36 1303
39 34 729
40 19 974
41 51 906
42 17 51
43 12 726
44 91 1100
45 93 490
46 9 1308
47 9 919
48 1 448
49 80 1149
50 73 667
51 1 57
52 76 603
53 54 302
54 8 194
55 21 691
56 43 74
57 25 481
58 11 831
59 90 1161
60 90 1216
