NOP: 60
NINT: 19
0 144 1
144 294 2
294 405 3
405 643 4
643 818 5
818 866 6
866 1035 7
1035 1121 8
1121 1328 9
1328 1371 10
1371 1453 9
1453 1482 8
1482 1751 7
1751 1901 6
1901 2098 5
2098 2256 4
2256 2526 3
2526 2798 2
2798 300000 1
1 71 494
2 5 120
3 43 826
4 43 196
5 48 1056
6 17 753
7 43 1256
8 8 1142
9 30 1348
10 47 154
11 40 406
12 28 606
13 60 1098
14 46 921
15 43 610
16 78 590
17 91 103
18 57 486
19 21 1173
20 73 314
21 29 804
22 74 781
23 42 201
24 37 1158
25 3 644
26 70 311
27 1 403
28 62 1344
29 64 665
30 58 155
31 62 110
32 94 112
33 8 205
34 95 856
35 25 735
36 33 569
37 26 654
38 9 590
39 74 440
40 62 781
41 14 111
42 79 1365
43 43 747
44 34 1268
45 55 852
46 64 1180
47 70 1146
48 57 812
49 11 253
50 14 538
51 99 308
52 31 1158
53 86 594
54 41 296
55 98 1328
56 72 917
57 30 597
58 68 983
59 18 585
60 17 235
