NOP: 60
NINT: 18
0 130 1
130 223 2
223 447 3
447 544 4
544 695 5
695 799 6
799 837 7
837 911 8
911 925 9
925 1157 10
1157 1337 9
1337 1615 8
1615 1671 7
1671 1908 6
1908 1925 5
1925 1953 4
1953 2195 3
2195 300000 2
1 94 793
2 37 431
3 77 325
4 52 400
5 33 236
6 5 1140
7 50 1268
8 41 1376
9 44 1011
10 23 1273
11 40 1233
12 7 187
13 30 704
14 40 1417
15 38 869
16 24 1002
17 93 1031
18 5 869
19 35 841
20 80 1229
21 99 750
22 19 480
23 99 1322
24 33 1376
25 31 159
26 5 777
27 48 680
28 3 1270
29 61 963
30 81 166
31 41 57
32 7 898
33 72 547
34 54 1292
35 50 177
36 85 249
37 65 1034
38 51 1224
39 34 127
40 73 459
41 15 1423
42 75 1185
43 62 483
44 46 1119
45 38 995
46 64 126
47 86 601
48 88 1471
49 3 445
50 80 633
51 22 158
52 81 1228
53 68 1146
54 48 1245
55 5 507
56 35 310
57 88 1005
58 41 168
59 82 858
60 72 92
