NOP: 60
NINT: 17
0 35 2
35 279 3
279 544 4
544 590 5
590 686 6
686 707 7
707 877 8
877 1151 9
1151 1413 10
1413 1563 9
1563 1603 8
1603 1757 7
1757 1793 6
1793 1979 5
1979 2254 4
2254 2511 3
2511 300000 2
1 25 362
2 56 143
3 18 1307
4 98 963
5 83 679
6 94 1460
7 93 496
8 76 1049
9 56 448
10 72 1164
11 36 1403
12 26 1147
13 89 910
14 95 1171
15 75 1003
16 54 428
17 68 1304
18 46 688
19 81 1132
20 80 1070
21 15 279
22 1 613
23 67 1368
24 72 1129
25 87 632
26 41 221
27 74 1489
28 41 1009
29 20 896
30 37 354
31 16 958
32 11 1090
33 44 376
34 79 100
35 5 482
36 88 1109
37 31 102
38 60 1302
39 91 130
40 67 647
41 19 436
42 95 1537
43 33 1097
44 4 928
45 20 1199
46 2 1514
47 40 405
48 83 843
49 88 195
50 26 644
51 69 347
52 3 55
53 23 270
54 9 1100
55 69 107
56 67 1088
57 69 154
58 13 1344
59 60 1381
60 20 628
