NOP: 60
NINT: 19
0 33 1
33 81 2
81 368 3
368 447 4
447 468 5
468 640 6
640 923 7
923 1073 8
1073 1304 9
1304 1602 10
1602 1668 9
1668 1950 8
1950 2068 7
2068 2156 6
2156 2434 5
2434 2532 4
2532 2802 3
2802 3059 2
3059 300000 1
1 33 1309
2 10 686
3 9 512
4 85 800
5 1 690
6 87 887
7 78 98
8 9 1425
9 28 1086
10 35 1385
11 38 1241
12 92 731
13 56 1377
14 97 227
15 18 761
16 99 1274
17 60 327
18 59 1000
19 76 650
20 91 1226
21 23 577
22 79 273
23 9 1011
24 97 980
25 92 1507
26 25 106
27 32 182
28 59 226
29 36 977
30 59 1475
31 80 381
32 89 270
33 51 192
34 6 980
35 95 1152
36 29 1362
37 73 517
38 6 1058
39 30 148
40 69 1423
41 32 712
42 42 611
43 44 610
44 33 489
45 61 180
46 61 89
47 27 689
48 43 1484
49 86 820
50 29 483
51 52 551
52 68 165
53 94 936
54 37 553
55 42 1330
56 71 1518
57 34 561
58 53 1209
59 12 1268
60 58 481
